"","loja","pk_pedido","pk_pedido_item","produto","fk_categoria_unificado","fk_usuario","fk_perfil_usuario","desc_perfil_usuario","dta_inc_pedido","fk_produto_unificado","qtd_itens","total","desc_cidade","desc_estado","uf_estado"
"102","Atual Card",9613765,14792467,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,388255,6,"Cliente","2021-08-11",435701,22,33.88,"CAMBORIU","Santa Catarina","SC"
"103","Atual Card",9614617,14793655,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,463528,50,"Revendedor Autorizado","2021-08-11",435695,5,8.8,"CAMPINAS","São Paulo","SP"
"104","Atual Card",9620815,14802652,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,482479,6,"Cliente","2021-08-11",435719,24,18.48,"ARACATUBA","São Paulo","SP"
"105","Atual Card",9641074,14833306,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,492160,6,"Cliente","2021-08-16",435713,6,5.28,"HORTOLANDIA","São Paulo","SP"
"106","Atual Card",9642841,14836018,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,463528,50,"Revendedor Autorizado","2021-08-16",435713,5,4.4,"CAMPINAS","São Paulo","SP"
"107","Atual Card",9644158,14838070,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-08-16",435716,10,8.2,"DIADEMA","São Paulo","SP"
"108","Atual Card",9644158,14838073,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-08-16",435716,10,8.2,"DIADEMA","São Paulo","SP"
"109","Atual Card",9644158,14838076,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-08-16",435716,10,8.2,"DIADEMA","São Paulo","SP"
"110","Atual Card",9645259,14839768,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,507193,6,"Cliente","2021-08-16",435716,10,8.2,"BRUSQUE","Santa Catarina","SC"
"111","Atual Card",9645259,14839771,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,507193,6,"Cliente","2021-08-16",435716,10,8.2,"BRUSQUE","Santa Catarina","SC"
"112","Atual Card",9645259,14839774,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,507193,6,"Cliente","2021-08-16",435716,10,8.2,"BRUSQUE","Santa Catarina","SC"
"113","Atual Card",9646018,14840917,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,132257,6,"Cliente","2021-08-16",435716,13,10.66,"ABATIA","Paraná","PR"
"114","Atual Card",9648460,14844673,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,381781,50,"Revendedor Autorizado","2021-08-17",435725,102,67.32,"OSASCO","São Paulo","SP"
"115","Atual Card",9657136,14858077,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,381781,50,"Revendedor Autorizado","2021-08-18",435722,30,21.3,"OSASCO","São Paulo","SP"
"116","Atual Card",9662482,14865892,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,221826,6,"Cliente","2021-08-18",435713,9,7.56,"CAMPO GRANDE","Mato Grosso do Sul","MS"
"117","Atual Card",9665380,14870257,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,499891,6,"Cliente","2021-08-18",435704,42,57.12,"BELEM","Pará","PA"
"118","Atual Card",9673453,14882170,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,481234,6,"Cliente","2021-08-19",435713,5,4.55,"PONTA GROSSA","Paraná","PR"
"119","Atual Card",9675550,14885380,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,5577,50,"Revendedor Autorizado","2021-08-20",435713,5,4.55,"CURITIBA","Paraná","PR"
"120","Atual Card",9682096,14896114,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-08-22",435716,10,8.4,"DIADEMA","São Paulo","SP"
"121","Atual Card",9682096,14896117,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-08-22",435716,10,8.4,"DIADEMA","São Paulo","SP"
"122","Atual Card",9682096,14896120,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-08-22",435716,10,8.4,"DIADEMA","São Paulo","SP"
"123","Atual Card",9687529,14903995,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,5577,50,"Revendedor Autorizado","2021-08-23",435695,7,12.67,"CURITIBA","Paraná","PR"
"124","Atual Card",9715591,14945890,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,130524,6,"Cliente","2021-08-26",435719,29,22.91,"CURITIBA","Paraná","PR"
"125","Atual Card",9722512,14956381,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,242613,6,"Cliente","2021-08-27",435701,28,42.28,"CAXIAS DO SUL","Rio Grande do Sul","RS"
"126","Atual Card",9741430,14985598,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,470053,50,"Revendedor Autorizado","2021-08-31",435719,23,18.17,"SALVADOR","Bahia","BA"
"127","Atual Card",9744025,14989648,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,234326,6,"Cliente","2021-09-01",435713,8,6.88,"LAGUNA","Santa Catarina","SC"
"128","Atual Card",9749440,14997289,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,477370,6,"Cliente","2021-09-01",435713,5,4.3,"CAXIAS DO SUL","Rio Grande do Sul","RS"
"129","Atual Card",9749440,14997292,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,477370,6,"Cliente","2021-09-01",435719,20,15,"CAXIAS DO SUL","Rio Grande do Sul","RS"
"130","Atual Card",9750856,14999530,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-09-01",435716,10,8.4,"DIADEMA","São Paulo","SP"
"131","Atual Card",9750856,14999533,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-09-01",435716,10,8.4,"DIADEMA","São Paulo","SP"
"132","Atual Card",9750856,14999536,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-09-01",435716,10,8.4,"DIADEMA","São Paulo","SP"
"133","Atual Card",9766639,15023689,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-09-04",435716,10,8.4,"DIADEMA","São Paulo","SP"
"134","Atual Card",9766639,15023692,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-09-04",435716,10,8.4,"DIADEMA","São Paulo","SP"
"135","Atual Card",9766639,15023695,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-09-04",435716,10,8.4,"DIADEMA","São Paulo","SP"
"136","Atual Card",9779197,15042526,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-09-08",435722,53,38.69,"DIADEMA","São Paulo","SP"
"137","Atual Card",9780298,15044512,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,236798,6,"Cliente","2021-09-08",435719,25,19.75,"SAO PAULO","São Paulo","SP"
"138","Atual Card",9782626,15047968,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,503572,50,"Revendedor Autorizado","2021-09-09",435716,11,9.24,"EUNÁPOLIS","Bahia","BA"
"139","Atual Card",9783481,15049174,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,185222,6,"Cliente","2021-09-09",435719,17,13.43,"SAO GONCALO","Rio de Janeiro","RJ"
"140","Atual Card",9787261,15054829,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,306706,6,"Cliente","2021-09-09",435695,5,8.8,"GUARATUBA","Paraná","PR"
"141","Atual Card",9787957,15055837,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,491293,50,"Revendedor Autorizado","2021-09-09",435716,12,10.08,"LIMEIRA","São Paulo","SP"
"142","Atual Card",9790798,15060442,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,492994,6,"Cliente","2021-09-10",435713,5,4.55,"JOINVILLE","Santa Catarina","SC"
"143","Atual Card",9795127,15066841,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,499891,6,"Cliente","2021-09-10",435704,42,58.8,"BELEM","Pará","PA"
"144","Atual Card",9795154,15066874,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,490045,19,"Encarregado Baixa 2","2021-09-10",435713,5,4.55,"SAO JOSE DOS PINHAIS","Paraná","PR"
"145","Atual Card",9797863,15071116,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,23145,25,"Agente Oficial","2021-09-11",435719,19,15.01,"AMPARO","São Paulo","SP"
"146","Atual Card",9801463,15076636,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,243481,50,"Revendedor Autorizado","2021-09-13",435719,25,19.75,"JOINVILLE","Santa Catarina","SC"
"147","Atual Card",9823957,15109840,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,396634,6,"Cliente","2021-09-15",435722,50,36.5,"MIRACEMA","Rio de Janeiro","RJ"
"148","Atual Card",9840928,15136213,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-09-18",435716,10,8.4,"DIADEMA","São Paulo","SP"
"149","Atual Card",9840928,15136216,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-09-18",435716,10,8.4,"DIADEMA","São Paulo","SP"
"150","Atual Card",9840928,15136219,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-09-18",435716,11,9.24,"DIADEMA","São Paulo","SP"
"151","Atual Card",9844000,15140899,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,492994,6,"Cliente","2021-09-20",435713,8,7.28,"JOINVILLE","Santa Catarina","SC"
"152","Atual Card",9850441,15150652,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,492994,6,"Cliente","2021-09-21",435713,5,4.55,"JOINVILLE","Santa Catarina","SC"
"153","Atual Card",9876157,15189358,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,463528,50,"Revendedor Autorizado","2021-09-24",435725,103,45.32,"CAMPINAS","São Paulo","SP"
"154","Atual Card",9885937,15205000,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,492994,6,"Cliente","2021-09-27",435713,5,4.55,"JOINVILLE","Santa Catarina","SC"
"155","Atual Card",9888112,15208063,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,492994,6,"Cliente","2021-09-27",435713,5,4.55,"JOINVILLE","Santa Catarina","SC"
"156","Atual Card",9908872,15238555,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,391585,50,"Revendedor Autorizado","2021-09-29",435716,10,8.4,"CURITIBA","Paraná","PR"
"157","Atual Card",9910477,15241066,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,236798,6,"Cliente","2021-09-29",435713,6,5.46,"SAO PAULO","São Paulo","SP"
"158","Atual Card",9918916,15253453,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,507910,6,"Cliente","2021-09-30",435719,26,20.54,"ITAPETININGA","São Paulo","SP"
"159","Atual Card",9931546,15272602,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,321715,12,"Operador Baixa","2021-10-04",435695,5,9.05,"SAO JOSE DOS PINHAIS","Paraná","PR"
"160","Atual Card",9933823,15276046,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,105228,6,"Cliente","2021-10-04",435707,109,148.24,"PICOS","Piauí","PI"
"161","Atual Card",9959929,15314122,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,338950,50,"Revendedor Autorizado","2021-10-07",435713,5,5.25,"SAO PAULO","São Paulo","SP"
"162","Atual Card",9969118,15328075,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,242613,6,"Cliente","2021-10-09",435722,60,48,"CAXIAS DO SUL","Rio Grande do Sul","RS"
"163","Atual Card",9974350,15336277,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,198082,50,"Revendedor Autorizado","2021-10-11",435713,9,9.45,"SAO PAULO","São Paulo","SP"
"164","Atual Card",9976975,15340240,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,381781,50,"Revendedor Autorizado","2021-10-12",435725,132,102.96,"OSASCO","São Paulo","SP"
"165","Atual Card",9979369,15343603,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,470053,50,"Revendedor Autorizado","2021-10-13",435722,80,67.2,"SALVADOR","Bahia","BA"
"166","Atual Card",9989089,15357541,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,372715,6,"Cliente","2021-10-14",435704,36,60.84,"REALEZA","Paraná","PR"
"167","Atual Card",9993754,15364477,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435716,10,9.7,"DIADEMA","São Paulo","SP"
"168","Atual Card",9993754,15364480,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435716,11,10.67,"DIADEMA","São Paulo","SP"
"169","Atual Card",9993754,15364483,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435716,11,10.67,"DIADEMA","São Paulo","SP"
"170","Atual Card",9993754,15364486,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435716,11,10.67,"DIADEMA","São Paulo","SP"
"171","Atual Card",9993754,15364489,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435716,11,10.67,"DIADEMA","São Paulo","SP"
"172","Atual Card",9993754,15364492,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435716,11,10.67,"DIADEMA","São Paulo","SP"
"173","Atual Card",9993754,15364495,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435716,11,10.67,"DIADEMA","São Paulo","SP"
"174","Atual Card",9993754,15364498,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435716,11,10.67,"DIADEMA","São Paulo","SP"
"175","Atual Card",9993754,15364501,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435716,11,10.67,"DIADEMA","São Paulo","SP"
"176","Atual Card",9993754,15364504,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435716,11,10.67,"DIADEMA","São Paulo","SP"
"177","Atual Card",9993754,15364507,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435716,11,10.67,"DIADEMA","São Paulo","SP"
"178","Atual Card",9993754,15364510,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435716,11,10.67,"DIADEMA","São Paulo","SP"
"179","Atual Card",9993754,15364513,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435716,11,10.67,"DIADEMA","São Paulo","SP"
"180","Atual Card",9993754,15364516,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,339454,6,"Cliente","2021-10-14",435713,5,5.25,"DIADEMA","São Paulo","SP"
"181","Atual Card",10017808,15400666,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,236798,6,"Cliente","2021-10-19",435713,5,5.25,"SAO PAULO","São Paulo","SP"
"182","Atual Card",10018876,15402358,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,162439,6,"Cliente","2021-10-19",435722,38,30.4,"COLOMBO","Paraná","PR"
"183","Atual Card",10030168,15418897,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,23145,25,"Agente Oficial","2021-10-21",435719,25,22.75,"AMPARO","São Paulo","SP"
"184","Atual Card",10046992,15444001,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,367414,6,"Cliente","2021-10-24",435713,5,5.25,"SOROCABA","São Paulo","SP"
"185","Atual Card",10050301,15448954,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,200929,19,"Encarregado Baixa 2","2021-10-25",435695,6,12.48,"SAO JOSE DOS PINHAIS","Paraná","PR"
"186","Atual Card",10050337,15448999,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,388255,6,"Cliente","2021-10-25",435713,6,6.3,"CAMBORIU","Santa Catarina","SC"
"187","Atual Card",10050499,15449230,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,233859,6,"Cliente","2021-10-25",435719,15,13.65,"PINHAIS","Paraná","PR"
"188","Atual Card",10052134,15451492,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,229057,6,"Cliente","2021-10-25",435716,12,11.64,"FRAIBURGO","Santa Catarina","SC"
"189","Atual Card",10055440,15456436,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,521188,6,"Cliente","2021-10-25",435713,5,5.25,"SAO JOSE DOS PINHAIS","Paraná","PR"
"190","Atual Card",10066927,15473668,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,494497,6,"Cliente","2021-10-27",435698,13,24.18,"FLORIANOPOLIS","Santa Catarina","SC"
"191","Atual Card",10073716,15483907,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,518638,6,"Cliente","2021-10-27",435713,6,6.3,"MONGAGUA","São Paulo","SP"
"192","Atual Card",10074178,15484585,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,477370,6,"Cliente","2021-10-28",435713,5,4.95,"CAXIAS DO SUL","Rio Grande do Sul","RS"
"193","Atual Card",10081831,15496030,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,71857,6,"Cliente","2021-10-28",435716,10,9.2,"AMPARO","São Paulo","SP"
"194","Atual Card",10090549,15509752,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,15745,6,"Cliente","2021-10-31",435716,10,9.7,"ALVORADA","Rio Grande do Sul","RS"
"195","Atual Card",10090549,15509755,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,15745,6,"Cliente","2021-10-31",435698,11,21.56,"ALVORADA","Rio Grande do Sul","RS"
"196","Atual Card",10110850,15539791,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,363838,6,"Cliente","2021-11-04",435728,150,99,"SAO JOSE","Santa Catarina","SC"
"197","Atual Card",10110850,15539794,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,363838,6,"Cliente","2021-11-04",435725,100,78,"SAO JOSE","Santa Catarina","SC"
"198","Atual Card",10117255,15549574,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,511462,6,"Cliente","2021-11-05",435719,20,18.2,"RIO DE JANEIRO","Rio de Janeiro","RJ"
"199","Atual Card",10124044,15560083,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,518638,6,"Cliente","2021-11-06",435695,6,12.48,"MONGAGUA","São Paulo","SP"
"200","Atual Card",10129483,15567934,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,338950,50,"Revendedor Autorizado","2021-11-08",435698,12,23.52,"SAO PAULO","São Paulo","SP"
"201","Atual Card",10141114,15585262,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,143252,50,"Revendedor Autorizado","2021-11-09",435722,50,42,"BAURU","São Paulo","SP"
"202","Atual Card",10142527,15587503,"Fotos Couchê 250g Verniz Total Frente 15x21cm | 15x21 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29099,267949,6,"Cliente","2021-11-09",435695,5,9.9,"CAMPOS DOS GOYTACAZES","Rio de Janeiro","RJ"
"203","Atual Card",10153165,15602923,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,175686,6,"Cliente","2021-11-11",435719,15,15,"TURVO","Santa Catarina","SC"
"204","Atual Card",10153267,15603160,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,520474,6,"Cliente","2021-11-11",435722,50,47.5,"VÁRZEA GRANDE","Mato Grosso","MT"
"205","Atual Card",10162717,15617332,"Fotos Couchê 250g Verniz Total Frente 10x15cm | 14,9x9,94 cm - 4x0 - Couchê 250g - UV Total Frente - 1un",29102,71857,6,"Cliente","2021-11-12",435716,10,10.4,"AMPARO","São Paulo","SP"
